Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Pillars of Eternity,PC,2014,7,Paradox Interactive,0,0.02,0,0,0.02,89,71,8.3,2191,Obsidian Entertainment,M
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,7,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Robopon 2: Cross Version,GBA,2001,7,Hudson Entertainment,0.01,0,0,0,0.02,,,,,,
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,7,Starfish,0,0,0.02,0,0.02,,,,,,
Blazing Souls,PS2,2006,7,Idea Factory,0,0,0.02,0,0.02,,,,,,
Tail of the Sun,PS,1996,7,ArtDink,0.01,0.01,0,0,0.02,,,,,,
Virtua Quest,PS2,N/A,7,Unknown,0.01,0.01,0,0,0.02,53,17,7.6,5,Artificial Mind and Movement,T
Wizardry Twin Pack,PS3,2011,7,Acquire,0,0,0.02,0,0.02,,,,,,
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,7,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,7,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
Eyeshield 21: Portable Edition,PSP,2006,7,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Aedis Eclipse: Generation of Chaos,PSP,2006,7,Idea Factory,0.02,0,0,0,0.02,62,20,6.5,11,"Neverland, Idea Factory",E10+
Zoids Dash,DS,2006,7,Tomy Corporation,0,0,0.02,0,0.02,,,,,,
Divinity: Original Sin,PC,2014,7,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M
Pirates of the Burning Sea,PC,2008,7,Koch Media,0,0.01,0,0,0.02,76,30,7.6,61,Flying Lab Software,T
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,7,Gust,0,0,0.02,0,0.02,,,,,,
Brave Story: Boku no Kioku to Negai,DS,2006,7,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Battle Spirits: Hero's Soul,PSP,2010,7,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
New Interpretation Stranger of Sword City,PSV,2016,7,Experience Inc.,0,0,0.02,0,0.02,,,,,,
Final Fantasy XI: All-In-One Pack 2006,X360,2006,7,Square Enix,0,0,0.02,0,0.02,,,,,,
Robopon 2: Ring Version,GBA,2001,7,Hudson Entertainment,0.01,0,0,0,0.02,68,6,tbd,,Red 5 Software,E
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,7,Gust,0,0,0.02,0,0.02,,,,,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,7,Starfish,0,0,0.02,0,0.02,,,,,,
Gaku ? Ou: The Royal Seven Stars,PSP,2012,7,Alchemist,0,0,0.02,0,0.02,,,,,,
DokuSui: DokiDoki Suikoden,PSP,2011,7,Irem Software Engineering,0,0,0.01,0,0.01,,,,,,
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,7,Unknown,0,0,0.01,0,0.01,,,,,,
Kimi no Yuusha,DS,2008,7,SNK Playmore,0,0,0.01,0,0.01,,,,,,
Guild Wars: Factions,PC,2006,7,NCSoft,0,0.01,0,0,0.01,84,39,8.5,128,ArenaNet,T
Wizardry XTH: Unlimited Students,PS2,2006,7,Michaelsoft,0,0,0.01,0,0.01,,,,,,
The Last Remnant,PC,2009,7,Square Enix,0,0.01,0,0,0.01,66,23,8.3,240,Square Enix,M
Raven's Cry,PS4,2015,7,TopWare Interactive,0,0.01,0,0,0.01,,,,,,
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,7,Atari,0,0.01,0,0,0.01,82,25,8.8,182,Obsidian Entertainment,T
Destiny Links,DS,2009,7,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,7,Falcom Corporation,0,0,0.01,0,0.01,,,,,,
The Technomancer,PC,2016,7,Focus Home Interactive,0,0.01,0,0,0.01,56,34,6.8,149,"Spidersoft, Spiders",M
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,7,Sega,0,0,0.01,0,0.01,,,,,,
Game Book DS: Sword World 2.0,DS,2009,7,Broccoli,0,0,0.01,0,0.01,,,,,,
Entaku no Seito: Students of Round,X360,2011,7,ChunSoft,0,0,0.01,0,0.01,,,,,,
Far East of Eden II: Manji Maru,DS,2006,7,Hudson Soft,0,0,0.01,0,0.01,,,,,,
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,7,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
Marvel: Ultimate Alliance,PC,2006,7,Activision,0.01,0,0,0,0.01,82,22,8,52,Raven Software,T
Seisou no Amazones,3DS,2013,7,Arc System Works,0,0,0.01,0,0.01,,,,,,
Agarest Senki: Re-appearance,PS3,N/A,7,Idea Factory,0,0,0.01,0,0.01,,,,,,
Deus Ex,PC,2000,7,Eidos Interactive,0,0.01,0,0,0.01,90,28,9.3,1069,Ion Storm,M
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,7,Nippon Ichi Software,0,0,0.01,0,0.01,,,,,,
Dragon Quest X: All in One Package,WiiU,2015,7,Square Enix,0,0,0.01,0,0.01,,,,,,
Rondo of Swords (jp sales),DS,2007,7,Success,0,0,0.01,0,0.01,,,,,,
Element Hunter,DS,2009,7,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Cross Edge Dash,X360,2009,7,Compile Heart,0,0,0.01,0,0.01,,,,,Compile Heart,T
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,7,Rising Star Games,0.01,0,0,0,0.01,56,13,5.5,4,Hudson Soft,T
Virtua Quest,GC,N/A,7,Unknown,0.01,0,0,0,0.01,55,19,5.5,12,Artificial Mind and Movement,T
Icewind Dale II,PC,2002,7,Interplay,0,0.01,0,0,0.01,83,22,8.3,147,Black Isle Studios,T
Dungeons 2,PS4,2016,7,Kalypso Media,0.01,0,0,0,0.01,61,9,7.9,14,Kalypso,T
Hoshigami: Ruining Blue Earth Remix,DS,2007,7,505 Games,0,0,0.01,0,0.01,55,13,7.9,11,Barnhouse Effect,T
Magicians Academy,PS2,2007,7,Enterbrain,0,0,0.01,0,0.01,,,,,,
Exstetra,3DS,2013,7,FuRyu,0,0,0.01,0,0.01,,,,,,
King's Bounty: Armored Princess,PC,2009,7,1C Company,0,0.01,0,0,0.01,82,25,8.6,158,Katauri Interactive,T
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,7,ASCII Media Works,0,0,0.01,0,0.01,,,,,,
Knights in the Nightmare: DHE Series Special Pack,DS,2008,7,Sting,0,0,0.01,0,0.01,,,,,,
Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,7,Hudson Soft,0,0,0.01,0,0.01,,,,,,
Blazer Drive,DS,2008,7,Sega,0,0,0.01,0,0.01,,,,,,
The Rise of the Argonauts,PC,2008,7,Codemasters,0,0.01,0,0,0.01,,,,,,
Super Robot Taisen: Original Generation,GBA,2002,7,Banpresto,0.01,0,0,0,0.01,72,13,tbd,,Banpresto,T
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,7,Falcom Corporation,0,0,0.01,0,0.01,,,,,,
Duck Hunt,NES,1984,8,Nintendo,26.93,0.63,0.28,0.47,28.31,,,,,,
Call of Duty: Modern Warfare 3,X360,2011,8,Activision,9.04,4.24,0.13,1.32,14.73,88,81,3.4,8713,"Infinity Ward, Sledgehammer Games",M
Call of Duty: Black Ops 3,PS4,2015,8,Activision,6.03,5.86,0.36,2.38,14.63,,,,,,
Call of Duty: Black Ops,X360,2010,8,Activision,9.7,3.68,0.11,1.13,14.61,87,89,6.3,1454,Treyarch,M
Call of Duty: Black Ops II,PS3,2012,8,Activision,4.99,5.73,0.65,2.42,13.79,83,21,5.3,922,Treyarch,M
Call of Duty: Black Ops II,X360,2012,8,Activision,8.25,4.24,0.07,1.12,13.67,83,73,4.8,2256,Treyarch,M
Call of Duty: Modern Warfare 2,X360,2009,8,Activision,8.52,3.59,0.08,1.28,13.47,94,100,6.3,2698,Infinity Ward,M
Call of Duty: Modern Warfare 3,PS3,2011,8,Activision,5.54,5.73,0.49,1.57,13.32,88,39,3.2,5234,"Infinity Ward, Sledgehammer Games",M
Call of Duty: Black Ops,PS3,2010,8,Activision,5.99,4.37,0.48,1.79,12.63,88,58,6.4,1094,Treyarch,M
Halo 3,X360,2007,8,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12,94,86,7.8,4100,"Bungie Software, Bungie",M
Call of Duty: Modern Warfare 2,PS3,2009,8,Activision,4.99,3.64,0.38,1.6,10.6,94,67,6.3,2073,Infinity Ward,M
Call of Duty: Ghosts,X360,2013,8,Activision,6.73,2.56,0.04,0.91,10.25,73,29,2.6,2117,Infinity Ward,M
Halo: Reach,X360,2010,8,Microsoft Game Studios,7.04,1.95,0.08,0.79,9.86,91,99,7.9,2045,Bungie,M
Halo 4,X360,2012,8,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71,87,87,7,3260,343 Industries,M
Call of Duty: Ghosts,PS3,2013,8,Activision,4.1,3.63,0.38,1.25,9.36,71,10,2.6,1047,Infinity Ward,M
Call of Duty 4: Modern Warfare,X360,2007,8,Activision,5.93,2.36,0.13,0.9,9.31,94,70,8.4,1320,Infinity Ward,M
Halo 2,XB,2004,8,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95,91,8.2,1218,Bungie Software,M
GoldenEye 007,N64,1997,8,Nintendo,5.8,2.01,0.13,0.15,8.09,,,,,,
Star Wars Battlefront (2015),PS4,2015,8,Electronic Arts,2.99,3.49,0.22,1.28,7.98,,,,,,
Call of Duty: Advanced Warfare,PS4,2014,8,Activision,2.81,3.48,0.14,1.23,7.66,83,39,5.7,1443,Sledgehammer Games,M
Call of Duty: Black Ops 3,XOne,2015,8,Activision,4.59,2.11,0.01,0.68,7.39,,,,,,
Call of Duty: World at War,X360,2008,8,Activision,4.81,1.88,0,0.69,7.38,84,84,7.6,580,Treyarch,M
Battlefield 3,X360,2011,8,Electronic Arts,4.46,2.11,0.06,0.69,7.32,84,57,7.4,2142,EA DICE,M
Battlefield 3,PS3,2011,8,Electronic Arts,2.85,2.89,0.35,1.08,7.17,85,38,7.5,1761,EA DICE,M
Medal of Honor: Frontline,PS2,2002,8,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88,29,8.5,135,EA LA,T
Gears of War 2,X360,2008,8,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93,90,7.7,2739,Epic Games,M
Call of Duty 4: Modern Warfare,PS3,2007,8,Activision,3.11,2.26,0.28,1.03,6.68,94,44,8.4,993,Infinity Ward,M
Halo: Combat Evolved,XB,2001,8,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1283,Bungie Software,M
Halo 3: ODST,X360,2009,8,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83,94,7.1,1163,"Bungie Software, Bungie",M
Gears of War 3,X360,2011,8,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91,96,7.8,1504,Epic Games,M
Gears of War,X360,2006,8,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2295,Epic Games,M
Destiny,PS4,2014,8,Activision,2.49,2.07,0.16,0.92,5.64,76,95,6.1,5380,"Bungie Software, Bungie",T
Call of Duty: World at War,PS3,2008,8,Activision,2.73,1.83,0,0.83,5.39,85,45,7.6,409,Treyarch,M
Uncharted 4: A Thief's End,PS4,2016,8,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93,113,7.9,7064,Naughty Dog,T
Call of Duty: Advanced Warfare,XOne,2014,8,Activision,3.22,1.55,0.01,0.48,5.27,81,53,5.4,898,Sledgehammer Games,M
Medal of Honor: Rising Sun,PS2,2003,8,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68,30,7.6,100,EA LA,T
Link's Crossbow Training,Wii,2007,8,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47,Nintendo,T
Halo 5: Guardians,XOne,2015,8,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84,101,6.4,2438,343 Industries,T
Call of Duty: Infinite Warfare,PS4,2016,8,Activision,1.61,2,0.15,0.71,4.46,77,82,3.4,1129,Infinity Ward,M
Splatoon,WiiU,2015,8,Nintendo,1.54,1.18,1.46,0.26,4.43,81,88,8.5,1184,Nintendo,E10+
Call of Duty: Advanced Warfare,PS3,2014,8,Activision,1.56,1.93,0.19,0.68,4.36,,,4.8,207,High Moon Studios,M
Resistance: Fall of Man,PS3,2006,8,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86,70,8.1,715,Insomniac Games,M
Asteroids,2600,1980,8,Atari,4,0.26,0,0.05,4.31,,,,,,
Call of Duty: Advanced Warfare,X360,2014,8,Activision,2.77,1.11,0,0.4,4.29,,,4.9,221,High Moon Studios,M
Half-Life,PC,1997,8,Vivendi Games,4.03,0,0.09,0,4.12,96,24,9.1,3161,Valve Software,M
Battlefield 1,PS4,2016,8,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88,31,8.4,809,EA DICE,M
Far Cry 4,PS4,2014,8,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,Ubisoft Montreal,M
Star Fox 64,N64,1997,8,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,
Left 4 Dead 2,X360,2009,8,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89,76,8.6,681,Valve Software,M
Call of Duty: Ghosts,PS4,2013,8,Activision,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,Infinity Ward,M
Tom Clancy's The Division,PS4,2016,8,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,Massive Entertainment,M
Star Wars Battlefront (2015),XOne,2015,8,Electronic Arts,2.04,1.28,0.02,0.32,3.66,,,,,,
SOCOM: U.S. Navy SEALs,PS2,2002,8,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Zipper Interactive,M
Star Wars: Battlefront,PS2,2004,8,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Pandemic Studios,T
Doom II: Hell on Earth,PC,1994,8,Virgin Interactive,2.05,1.4,0,0.16,3.61,,,,,,
Battlefield 4,PS4,2013,8,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,EA DICE,M
Star Wars: Battlefront II,PS2,2005,8,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Pandemic Studios,T
James Bond 007: Agent Under Fire,PS2,2001,8,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,T
Left 4 Dead,X360,2008,8,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Certain Affinity,M
Battlefield 4,PS3,2013,8,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,EA DICE,M
Battlefield 4,X360,2013,8,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,EA DICE,M
Battlefield: Bad Company 2,X360,2010,8,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,M
Borderlands,X360,2009,8,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,Gearbox Software,M
Destiny,XOne,2014,8,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T
Far Cry 3,PS3,2012,8,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft Montreal,M
James Bond 007: Nightfire,PS2,2002,8,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,Eurocom Entertainment Software,T
Max Payne,PS2,2001,8,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,M
Gears of War: Ultimate Edition,XOne,2015,8,Microsoft Game Studios,2.61,0.33,0,0.34,3.28,82,74,7.5,563,"Splash Damage, The Coalition",M
Halo: The Master Chief Collection,XOne,2014,8,Microsoft Game Studios,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,343 Industries,M
007: Tomorrow Never Dies,PS,1999,8,Electronic Arts,1.72,1.33,0,0.16,3.21,,,,,,
Resident Evil 6,PS3,2012,8,Capcom,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,Capcom,M
Borderlands 2,X360,2012,8,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,Gearbox Software,M
Killzone 2,PS3,2009,8,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,Guerrilla,M
Far Cry 3,X360,2012,8,Ubisoft,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,Ubisoft Montreal,M
Star Fox,SNES,1993,8,Nintendo,1.61,0.51,0.8,0.07,2.99,,,,,,
Titanfall,XOne,2014,8,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M
Battlefield: Bad Company 2,PS3,2010,8,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,EA DICE,M
SOCOM II: U.S. Navy SEALs,PS2,2003,8,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,42,9,93,Zipper Interactive,M
Call of Duty: Ghosts,XOne,2013,8,Activision,1.88,0.77,0,0.27,2.92,78,7,4.3,700,Infinity Ward,M
Call of Duty: Finest Hour,PS2,2004,8,Activision,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,Spark Unlimited,T
Syphon Filter,PS,1999,8,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,,,,,,
BioShock,X360,2007,8,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin",M
Metroid Prime,GC,2002,8,Nintendo,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747,Retro Studios,T
Medal of Honor,PS3,2010,8,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,"EA DICE, Danger Close",M
Battlefield 3,PC,2011,8,Electronic Arts,0.89,1.43,0,0.46,2.78,89,61,7.5,4926,EA DICE,M
Killzone 3,PS3,2011,8,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,Guerrilla,M
Missile Command,2600,1980,8,Atari,2.56,0.17,0,0.03,2.76,,,,,,
Call of Duty 3,X360,2006,8,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,Treyarch,T
Killzone: Shadow Fall,PS4,2013,8,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73,88,6.8,2102,Guerrilla,M
Call Of Duty 2: Big Red One,PS2,2005,8,Activision,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,Treyarch,T
Medal of Honor,PS,1998,8,Electronic Arts,1.44,1.09,0,0.14,2.67,92,17,8.6,80,Dreamworks Interactive,T
Medal of Honor Heroes,PSP,2006,8,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,Team Fusion,T
Medal of Honor,X360,2010,8,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288,"Dice, Danger Close",M
Space Invaders,2600,N/A,8,Atari,2.36,0.14,0,0.03,2.53,,,,,,
Resistance 2,PS3,2008,8,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46,87,79,6.1,1889,Insomniac Games,M
Call of Duty: Infinite Warfare,XOne,2016,8,Activision,1.46,0.74,0,0.22,2.42,78,17,3.1,290,Infinity Ward,M
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,8,Ubisoft,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,Ubisoft Montreal,M
Halo: Combat Evolved Anniversary,X360,2011,8,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,82,73,8.1,487,343 Industries,M
Half-Life 2,PC,2004,8,Vivendi Games,2.28,0.02,0.08,0,2.37,96,81,9.1,8665,Valve Software,M
James Bond 007: Everything or Nothing,PS2,2004,8,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84,42,9.1,51,EA Redwood Shores,T
Battlefield 1,XOne,2016,8,Electronic Arts,1.28,0.77,0,0.2,2.25,87,37,8.2,440,EA DICE,M
Call of Duty 3,Wii,N/A,8,Activision,1.17,0.84,0,0.23,2.24,69,42,6.7,61,Exakt,T
Borderlands 2,PS3,2012,8,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,91,25,8.2,858,Gearbox Software,M
Tom Clancy's Rainbow Six: Siege,PS4,2015,8,Ubisoft,0.55,1.19,0.14,0.33,2.21,73,40,7.3,480,Ubisoft Montreal,M
BioShock 2,X360,2010,8,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,88,93,8.2,573,2K Marin,M
Tom Clancy's The Division,XOne,2016,8,Ubisoft,1.29,0.68,0,0.2,2.16,80,33,6.9,614,Massive Entertainment,M
Syphon Filter 2,PS,2000,8,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15,,,,,,
Overwatch,PS4,2016,8,Activision,0.81,0.85,0.15,0.33,2.14,90,31,6.1,1358,Blizzard Entertainment,T
Demon Attack,2600,1981,8,Imagic,1.99,0.12,0,0.02,2.13,,,,,,
Call of Duty: Roads to Victory,PSP,2007,8,Activision,0.52,1.02,0,0.59,2.13,64,45,7.5,30,Amaze Entertainment,T
Battlefield: Hardline,PS4,2015,8,Electronic Arts,0.71,0.94,0.14,0.32,2.1,73,46,5,845,Visceral Games,M
Borderlands,PS3,2009,8,Take-Two Interactive,1.2,0.6,0,0.29,2.09,83,58,7.9,427,Gearbox Software,M
Portal 2,X360,2011,8,Valve Software,1.41,0.49,0.01,0.17,2.08,95,66,8.5,997,Valve Software,E10+
Spec Ops: Airborne Commando,PS,2002,8,Take-Two Interactive,1.54,0.46,0,0.08,2.07,,,,,,
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,8,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04,72,38,9,34,Zipper Interactive,T
Call of Duty 2,X360,2005,8,Activision,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307,Infinity Ward,T
Battlefield 4,XOne,2013,8,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M
Tom Clancy's Rainbow Six: Vegas,X360,2006,8,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Resident Evil 6,X360,2012,8,Capcom,1.12,0.6,0.07,0.16,1.95,67,71,5,1407,Capcom,M
Star Wars: Dark Forces,PC,1994,8,LucasArts,1.09,0.77,0,0.09,1.95,,,,,,
Call of Duty: World at War,Wii,2008,8,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78,Exakt,M
Tom Clancy's Ghost Recon,PS2,2002,8,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,Ubisoft,M
BioShock Infinite,X360,2013,8,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1647,Irrational Games,M
Destiny: The Taken King,PS4,2015,8,Activision,0.78,0.79,0.04,0.31,1.93,86,81,6,1079,Bungie,T
Destiny,X360,2014,8,Activision,1.31,0.43,0,0.18,1.92,,,4.7,504,Bungie,T
Red Faction,PS2,2001,8,THQ,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M
Medal of Honor: European Assault (All Region sales),PS2,2005,8,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
Max Payne 3,PS3,2012,8,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,790,Rockstar Studios,M
The Orange Box,X360,2007,8,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,797,Valve Software,M
Metroid Prime 3: Corruption,Wii,2007,8,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491,Retro Studios,T
Tom Clancy's Ghost Recon,XB,2002,8,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6.1,27,Red Storm Entertainment,M
Star Wars: Battlefront,XB,2004,8,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,Pandemic Studios,T
Crackdown,X360,2007,8,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,Realtime Worlds,M
The Order: 1886,PS4,2015,8,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63,94,6.6,3172,"Ready at Dawn, SCE Santa Monica",M
Call of Duty: World at War Final Fronts,PS2,2008,8,Activision,0.61,0.18,0,0.94,1.72,,,,,,
Call of Duty: Modern Warfare 3,PC,2011,8,Activision,0.41,0.98,0,0.32,1.72,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M
Call of Duty: Black Ops 3,X360,2015,8,Activision,1.14,0.4,0,0.16,1.71,,,,,,
Portal 2,PS3,2011,8,Valve,0.83,0.6,0.02,0.24,1.7,95,54,8.4,937,Valve Software,E10+
SOCOM 3: U.S. Navy SEALs,PS2,2005,8,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82,59,8.8,64,Zipper Interactive,M
BioShock Infinite,PS3,2013,8,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94,27,8.5,1863,Irrational Games,M
Call of Duty: Black Ops 3,PS3,2015,8,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,
Time Crisis,PS,1997,8,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,
Star Wars Battlefront: Renegade Squadron,PSP,2007,8,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T
Star Wars: Battlefront II,XB,2005,8,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,106,Pandemic Studios,T
Super Scope 6,SNES,1991,8,Nintendo,1.06,0.38,0.15,0.05,1.65,,,,,,
Army of Two,X360,2008,8,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,EA Montreal,M
Tom Clancy's Rainbow Six,PS,1999,8,Red Storm Entertainment,0.93,0.63,0,0.08,1.64,,,,,,
Far Cry 4,XOne,2014,8,Ubisoft,0.8,0.69,0.01,0.14,1.63,82,15,7.5,383,Ubisoft Montreal,M
Call of Duty: Black Ops,PC,N/A,8,Activision,0.58,0.81,0,0.23,1.63,81,29,5.2,1651,Treyarch,M
Max Payne 3,X360,2012,8,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86,80,7.8,869,Rockstar Studios,M
Destiny,PS3,2014,8,Activision,0.68,0.56,0.12,0.25,1.62,,,4.5,445,Bungie,T
Rage,X360,2011,8,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81,77,6.7,559,id Software,M
River Raid,2600,1981,8,Activision,1.49,0.09,0,0.02,1.6,,,,,,
Gears of War: Judgment,X360,2013,8,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79,81,5.4,779,Epic Games,M
Conflict: Desert Storm,PS2,2002,8,Gotham Games,0.98,0.53,0,0.06,1.57,55,10,8.6,45,Pivotal Games,T
Tom Clancy's Rainbow Six 3,XB,2003,8,Ubisoft,0.91,0.57,0,0.07,1.55,86,39,8.5,31,Ubisoft,M
Wolfenstein: The New Order,PS4,2014,8,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79,73,8.1,1116,MachineGames,M
BioShock 2,PS3,2010,8,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88,62,8.2,492,2K Marin,M
